Geo Point;Geo Shape;gml_id;LOCALISATION;GID;IDENT;NATURE_N1;NATURE_N2;NATURE;SOUS_NATURE;GID_ACTE;DATE_DEBUT_ACTE;DATE_FIN_ACTE;GID_EMPRISE;TYPE_EMPRISE;LOCALISATION_EMPRISE;MES_LIBELLE;TYPE_GEOMETRIE
44.82988451268788, -0.5684007323795074;"{""coordinates"": [-0.568400732379507, 44.82988451268788], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159161;Cours de la Marne au N° 73 (Bordeaux) situé en agglomération;159161;2414746;129;409;Télécommunication - Réseau;Inspection du réseau;243056;2024-10-01;2024-10-11;307680;EMPRISE;73 - 78 cours de la Marne (Bordeaux);Neutralisation de voie;POINT
44.830530097235076, -0.5726394398479611;"{""coordinates"": [-0.572639439847961, 44.830530097235076], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158770;Place de la Victoire (Bordeaux) en agglomération;158770;2414380;104;309;Eclairage Public - Branchement;Modification;242311;2024-09-23;2025-02-21;306759;EMPRISE;- Place de la Victoire - Place du Cardinal Donnet -- - Place des Capucins -- - Place Saint-Michel -- - Place Ferdinand Buisson -- - Quai de Paludate -- - Quai des Graves -- - Cours Victor Hugo, angle rue Sainte-Catherine (sur 50 mètres de part et d'autre du croisement) -- - Barrière Jean Jacques Bosc Angle rue Léon Paillère (sur 50 mètres de part et d'autre du croisement) -- - Barrière de Bègles (sur 50 mètres de part et d'autre du croisement) -- - Gare Saint-Jean;"Mesure libre circulation;Neutralisation de voie";POINT
44.83371964817924, -0.5644802205811229;"{""coordinates"": [-0.564480220581123, 44.83371964817924], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157263;Rue des Fours au N° 17BIS (Bordeaux) situé en agglomération;157263;2412919;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;239735;2024-09-02;2024-10-04;303566/303743/303744;EMPRISE/EMPRISE/EMPRISE;rue des Fours (Bordeaux), uniquement le temps du montage et démontage de l'échafaudage/du 17 au 19 rue des Fours (Bordeaux), entre 9h00 et 11h00/Rue des Fours (Bordeaux);Mise en impasse/Interruption de circulation/Interdiction de stationnement;POINT
44.83402920954888, -0.5689803084011379;"{""coordinates"": [-0.568980308401138, 44.83402920954888], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149202;face 2 Rue de Marengo (Bordeaux) en agglomération;149202;2405118;95;277;Adduction Eau Potable - Branchement;Suppression;230603;2024-05-21;2025-05-31;291890/291889;EMPRISE/EMPRISE;face au 2 rue de Marengo (Bordeaux)/rue de Marengo, entre la Place Camille Pelletan et la rue des Cordeliers;Interdiction de stationnement/Mise en impasse;POINT
44.83515046601776, -0.5660662022357695;"{""coordinates"": [-0.56606620223577, 44.83515046601776], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.142808;Rue Maubec au N° 21 (Bordeaux) situé en agglomération;142808;2317637;127;398;Télécommunication - Branchement;Création;217164;2024-01-22;2025-02-05;275146/275147;EMPRISE/DEVIATION;Rue Maubec, 2 jours dans la période/Quai des Salinières, rue des Faures, 2 jours dans la période;Mise en impasse/Déviation;POINT
44.84060657761459, -0.5592926673213874;"{""coordinates"": [-0.559292667321387, 44.84060657761459], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.102434;Place de Stalingrad au N° 21 (Bordeaux) situé en agglomération;102434;2200446;97;654;Aménagement  de l'espace public;Aménagement de voirie;242869#242875#242873#242870#242872#242866#242916#242865#242868#242874#242863#242864#242862#242867;2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18#2024-09-18;2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20#2025-09-20;307448#307454#307452#307449#307451#307445#307507#307444#307447#307453#307442#307443#307441#307446;EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE#EMPRISE;Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad#Place de Stalingrad, Quai Deschamps#Place de Stalingrad;Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation#Mesure libre circulation;POINT
44.84288711776444, -0.5489551736942044;"{""coordinates"": [-0.548955173694204, 44.84288711776444], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.143939;Rue de Janeau au N° 8 (Bordeaux) situé en agglomération;143939;2318604;98;290;Assainissement - Branchement;Création;226330;2024-04-29;2025-05-17;286505/286503/286504;DEVIATION/EMPRISE/EMPRISE;Rue de Janeau (Bordeaux) vers le Boulevard Jules Simon/du début de la rue de Janeau jusqu'au n°5 (Bordeaux)/8 Rue de Janeau (Bordeaux);Déviation/Interdiction de stationnement/Circulation interdite;POINT
44.845313487228516, -0.5492042166762193;"{""coordinates"": [-0.549204216676219, 44.845313487228516], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.150458;Rue Tranchere au N° 17 (Bordeaux) situé en agglomération;150458;2406351;98;293;Assainissement - Branchement;Réparation;229514;2024-05-20;2025-06-07;290516;EMPRISE;du 15 au 17 Rue Tranchére (Bordeaux);"Neutralisation de voie;Interdiction de stationnement";POINT
44.845692805696764, -0.55700299816003;"{""coordinates"": [-0.55700299816003, 44.845692805696764], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.138111;Rue Jean Dollfus au N° 10 (Bordeaux) situé en agglomération;138111;2313336;98;293;Assainissement - Branchement;Réparation;209002;2023-10-23;2024-11-10;264962/264961;EMPRISE/EMPRISE;du 9 au 13 Rue Jean Dollfus (Bordeaux)/10 Rue Jean Dollfus (Bordeaux);Interdiction de stationnement/Neutralisation de voie;POINT
44.84856428436659, -0.5384396767538406;"{""coordinates"": [-0.538439676753841, 44.84856428436659], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157662;Rue Camille Flammarion au N° 127 (Bordeaux) situé en agglomération;157662;2413307;107;326;Electricité - Branchement;Création;243114;2024-10-07;2025-10-11;307753;EMPRISE;127 Rue Camille Flammarion (Bordeaux);"Circulation alternée;Interdiction de stationnement;Circulation interdite";POINT
44.8512431702387, -0.5398950895421282;"{""coordinates"": [-0.539895089542128, 44.8512431702387], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.128765;Rue Jules Verne au N° 24 (Bordeaux) situé en agglomération;128765;2304427;95;275;Adduction Eau Potable - Branchement;Création;241001;2024-09-16;2024-10-04;305170/305169/305171;EMPRISE/EMPRISE/DEVIATION;26 Rue Reinette (Bordeaux)/De la rue Reinette au 24 Rue Jules Verne (Bordeaux)/Avenue Thiers , rue du Capitaine Ferrand, rue Roturier, rue Baudry Lacantinerie vers Jules Verne (Bordeaux);"Interdiction de stationnement/Circulation interdite;Interdiction de stationnement/Déviation";POINT
44.86119982093347, -0.570053908108014;"{""coordinates"": [-0.570053908108014, 44.86119982093347], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158478;Rue du Jardin Public au N° 260 (Bordeaux) situé en agglomération;158478;2414106;112;378;Gaz - Branchement;Renouvellement;241834;2024-09-16;2024-10-11;306200;EMPRISE;Rue du Jardin Public du n° 260 au n° 329;Circulation interdite;POINT
44.86279181230936, -0.569172663994887;"{""coordinates"": [-0.569172663994887, 44.86279181230936], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159052;Rue du Jardin Public (Bordeaux) en agglomération;159052;2414641;112;377;Gaz - Branchement;Création;242825;2024-09-16;2024-10-11;307390;EMPRISE;339 Rue du Jardin Public (Bordeaux);Interdiction de stationnement;POINT
44.86386256622152, -0.5613075589833881;"{""coordinates"": [-0.561307558983388, 44.86386256622152], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158274;Rue Armand Dulamon au N° 20BIS (Bordeaux) situé en agglomération Rue Marcel Pagnol au N° 3 (Bordeaux) situé en agglomération;158274;2413902;128;413;Télécommunication - Mobiliers;Création;241522;2024-09-16;2024-10-14;305812;EMPRISE;au n°20 bis rue Armand Dulamon;"Circulation alternée;Neutralisation de voie;Interdiction de stationnement";POINT
44.86506839925501, -0.5526961989231663;"{""coordinates"": [-0.552696198923166, 44.86506839925501], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.156409;Rue de Gironde au N° 31 (Bordeaux) situé en agglomération;156409;2412087;110;432;Gestion de l'espace public;Réfection de trottoir;238132;2024-08-05;2024-10-31;301515;EMPRISE;31 Rue de Gironde angle rue des Etrangers;Circulation alternée;POINT
44.86951769213369, -0.5480974246857162;"{""coordinates"": [-0.548097424685716, 44.86951769213369], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149642;Rue de New York au N° 3 ET N° 2 (Bordeaux) situé en agglomération;149642;2405557;98;290;Assainissement - Branchement;Création;241491;2024-09-16;2025-10-04;305772/305993;EMPRISE/EMPRISE;Rue de New York (3 jours dans la période)/au n° 2 rue de New York (3 jours dans la période);"Mesure libre circulation;Interdiction de stationnement/Mise en impasse";POINT
44.831502714669746, -0.6003822759403685;"{""coordinates"": [-0.600382275940369, 44.831502714669746], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.156884;Rue Levieux au N° 14 (Bordeaux) situé en agglomération;156884;2412556;99;299;Assainissement - Réseau;Réparation;240737;2024-09-23;2024-10-11;304852;EMPRISE;du 12 au 16 Rue Levieux;Interdiction de stationnement;POINT
44.8317796064733, -0.610791759169607;"{""coordinates"": [-0.610791759169607, 44.8317796064733], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.125835;Allée des Peupliers au N° 9 (Bordeaux) situé en agglomération;125835;2301613;117;520;Manutention;Livraisons;240585;2024-09-11;2025-03-10;304654;EMPRISE;Allée des Peupliers, de la Rue Laplacette jusqu'à la Rue Sainte-Monique (Bordeaux);Circulation interdite;POINT
44.833039543379485, -0.6022499558229059;"{""coordinates"": [[-0.601783990900984, 44.833860107333315], [-0.601783990900984, 44.833860107333315], [-0.602715920744828, 44.83221897942565], [-0.602715920744828, 44.83221897942565]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.158922;Rue de Doumerc au N° 71 (Bordeaux) situé en agglomération Rue du Chalet au N° 7 (Bordeaux) situé en agglomération;158922;2414515;104;309;Eclairage Public - Branchement;Modification;242596;2024-09-23;2024-10-04;307105/307103/307104;EMPRISE/EMPRISE/EMPRISE;Rue du Chalet, de la rue Vincent Thuron jusqu'au boulevard Georges Pompidou/Rue de Doumerc, de la rue François Daunes jusqu'à la rue Louis Braille/Rue du Chalet, du 14 jusqu'au boulevard Georges Pompidou;Circulation interdite/Interdiction de stationnement/Interdiction de stationnement;POINT
44.83339652122966, -0.5941459455334939;"{""coordinates"": [[-0.594145945533494, 44.83339652122966], [-0.594145945533494, 44.83339652122966]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.159191;Rue Général de Larminat (Bordeaux) en agglomération;159191;2414775;110;571;Gestion de l'espace public;Entretien de la voirie;243132;2024-10-02;2024-10-11;307778;EMPRISE;Rue Général de Larminat et rue d'Ornano, de la rue Redon jusqu'à la rue Heron;"Interdiction de stationnement;Mesure libre circulation";POINT
44.833269701519946, -0.6077052267465959;"{""coordinates"": [-0.607705226746596, 44.833269701519946], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.149809;Cité Antoine Dupuch au N° 27 (Bordeaux) situé en agglomération;149809;2405724;98;290;Assainissement - Branchement;Création;242760;2024-09-30;2024-10-18;307304/307303;EMPRISE/EMPRISE;Cité Antoine Dupuch/du 25 au 31 cité Antoine Dupuch;Circulation interdite/Interdiction de stationnement;POINT
44.83660162752016, -0.5989305875688505;"{""coordinates"": [-0.598930587568851, 44.83660162752016], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.92514;Boulevard Antoine Gautier au N° 3 (Bordeaux) situé en agglomération;92514;2112141;106;311;Eclairage Public - Réseau;Création;242547;2024-09-23;2025-02-21;307046;EMPRISE;- Barrière d'ARES (sur 50 mètres de part et d'autre du croisement) -- - Barrière Saint Augustin (sur 50 mètres de part et d'autre du croisement) -- - Barrière d'Ornano (sur 50 mètres de part et d'autre du croisement) -- - Barrière de Pessac (sur 50 mètres de part et d'autre du croisement) -- - Boulevard Maréchal Leclerc croisement Rue du 144ème Régiment d'Infanterie et Rue Cheminade (sur       50 mètres de part et d'autre du croisement) -- - Rue Costedoat -- - Place Saint Augustin;"Mesure libre circulation;Neutralisation de voie";POINT
44.83751565979307, -0.5787289185271831;"{""coordinates"": [-0.578728918527183, 44.83751565979307], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.142111;Place Rohan (Bordeaux) en agglomération;142111;2317055;97;429;Aménagement  de l'espace public;Mobiliers urbains;230581;2024-05-27;2024-11-29;291859;EMPRISE;sur toutes les voies communales;"Circulation alternée;Neutralisation de voie";POINT
44.83776595730898, -0.5768335962138373;"{""coordinates"": [-0.576833596213837, 44.83776595730898], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.91050;Place Pey Berland (Bordeaux) en agglomération;91050;2110774;110;435;Gestion de l'espace public;Mobiliers urbains;234966#221747#241039;2024-07-10#2024-03-04#2024-09-23;2024-10-10#2025-03-25#2025-02-21;297387#280777#305224;EMPRISE#EMPRISE#EMPRISE;Quartier Bordeaux Centre Ville#Rue du Cerf Volant - Rue des Bahutiers - Rue l'Ombrière - Rue Sainte Catherine#Quartier centre ville Bordeaux;Mesure libre circulation#Interruption de circulation#Interruption de circulation;POINT
44.83777206764722, -0.5768818066935903;"{""coordinates"": [-0.57688180669359, 44.83777206764722], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.27877;Place Pey Berland (Bordeaux) en agglomération;27877;1904008;129;405;Télécommunication - Réseau;Renouvellement;238675;2024-08-19;2024-11-18;302195;EMPRISE;Quartier centre ville de Bordeaux;Mesure libre circulation;POINT
44.83709549944088, -0.5988531595832922;"{""coordinates"": [-0.598853159583292, 44.83709549944088], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.146633;Boulevard du Président Wilson (Bordeaux) en agglomération;146633;2402612;95;276;Adduction Eau Potable - Branchement;Renouvellement;229624;2024-05-13;2025-05-24;290643;EMPRISE;du 10 au 18 Boulevard du Président Wilson (Bordeaux);Neutralisation de voie;POINT
44.840076947797264, -0.5922044130009121;"{""coordinates"": [[-0.588304379171459, 44.838848106977316], [-0.589779941206198, 44.83972561266404], [-0.590638236969918, 44.84083599241433], [-0.594272521058954, 44.840611488369134], [-0.598026986598031, 44.84036353856152]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.158205;Rue Chauffour au N° 26 (Bordeaux) situé en agglomération Rue Judaïque au N° 212 (Bordeaux) situé en agglomération;158205;2413834;129;410;Télécommunication - Réseau;Entretien;241383;2024-09-23;2024-10-11;305639;EMPRISE;210 Rue Judaïque;"Neutralisation de voie;Mesure libre circulation";POINT
44.83865928653836, -0.615103473546959;"{""coordinates"": [[-0.615103473546959, 44.83865928653836], [-0.615103473546959, 44.83865928653836]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.156543;Avenue de la République au N° 295 (Bordeaux) situé en agglomération;156543;2412220;98;290;Assainissement - Branchement;Création;241213;2024-09-23;2024-10-11;305432;EMPRISE;du 295 au 287 Avenue de la République (Bordeaux) pour un chantier au 295;"Neutralisation de voie;Limitation de vitesse";POINT
44.84193249891932, -0.5768332262219397;"{""coordinates"": [-0.57683322622194, 44.84193249891932], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157508;Cours de l'Intendance au N° 28 (Bordeaux) situé en agglomération;157508;2413164;110;571;Gestion de l'espace public;Entretien de la voirie;240182;2024-09-09;2024-10-04;304115;EMPRISE;Cours de l'Intendance (Bordeaux);Rétrécissement de largeur de voie;POINT
44.85187755670359, -0.6058792226857788;"{""coordinates"": [-0.605879222685779, 44.85187755670359], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158986;Rue du Parc au N° 35 (Bordeaux) situé en agglomération;158986;2414577;109;338;Electricité - Réseau;Entretien;242810;2024-10-11;2024-10-11;307370/307369;DEVIATION/EMPRISE;Rue Jeanne , rue Rosny jusqu'à l'avenue du General Leclerc/Rue Jeanne, de la Rue de Rosny jusqu'à la Rue du Parc (Bordeaux) Rue du Parc, de la Rue Jeanne jusqu'à l'Avenue du Général Leclerc (Bordeaux);"Déviation/Circulation interdite;Mise en impasse";POINT
44.85311606137211, -0.6073034563790689;"{""coordinates"": [-0.607303456379069, 44.85311606137211], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159084;Rue Frantz Malvezin au N° 16 (Bordeaux) situé en agglomération;159084;2414671;106;317;Eclairage Public - Réseau;Entretien;242904;2024-10-11;2024-10-11;307494;EMPRISE;du 16 au 13 Rue Frantz Malvezin (Bordeaux);"Neutralisation de voie;Interdiction de stationnement";POINT
